DateTime,Hour,911_10,911_15,911_20,911_40,911_60,911_120,911_121,911_AB,911_T,911_PCT_10,911_PCT_15,911_PCT_20,911_PCT_40,911_PCT_AB,ADM_10,ADM_15,ADM_20,ADM_40,ADM_60,ADM_120,ADM_121,ADM_AB,ADM_T,Total,ADM_PCT_10,PCT_ADM_15,ADM_PCT_20,ADM_PCT_40,ADM_PCT_AB,TTL_PCT_10,TTL_PCT_15,TTL_PCT_20,TTL_PCT_40,TTL_PCT_AB,T_RECD,T_AB
1/18/2026 00:00,00,4,0,1,0,0,0,0,1,6,0.8,0.8,1,1,0.1667,4,0,0,0,0,0,0,0,4,10,1,1,1,1,0,0.8889,0.8889,1,1,0.1,9,1
1/18/2026 01:00,01,6,0,0,0,0,0,0,1,7,1,1,1,1,0.1429,6,1,0,0,0,0,0,0,7,14,0.8571,1,1,1,0,0.9231,1,1,1,0.0714,13,1
1/18/2026 02:00,02,8,1,0,0,0,0,0,0,9,0.8889,1,1,1,0,8,0,0,0,0,0,0,0,8,17,1,1,1,1,0,0.9412,1,1,1,0,17,0
1/18/2026 03:00,03,2,0,0,0,0,0,0,0,2,1,1,1,1,0,5,0,1,0,0,0,0,0,6,8,0.8333,0.8333,1,1,0,0.875,0.875,1,1,0,8,0
1/18/2026 04:00,04,2,1,0,0,0,0,0,0,3,0.6667,1,1,1,0,4,0,0,0,0,0,0,0,4,7,1,1,1,1,0,0.8571,1,1,1,0,7,0
1/18/2026 05:00,05,5,2,1,0,0,0,0,1,9,0.625,0.875,1,1,0.1111,7,1,1,0,0,0,0,0,9,18,0.7778,0.8889,1,1,0,0.7059,0.8824,1,1,0.0556,17,1
1/18/2026 06:00,06,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,0,0,0,0,0,0,8,9,0.625,1,1,1,0,0.625,1,1,1,0.1111,8,1
1/18/2026 07:00,07,3,1,0,0,0,0,0,0,4,0.75,1,1,1,0,10,1,0,0,0,0,0,0,11,15,0.9091,1,1,1,0,0.8667,1,1,1,0,15,0
1/18/2026 08:00,08,1,0,0,0,0,0,0,2,3,1,1,1,1,0.6667,6,1,1,0,0,0,0,0,8,11,0.75,0.875,1,1,0,0.7778,0.8889,1,1,0.1818,9,2
1/18/2026 09:00,09,3,0,0,0,0,0,0,1,4,1,1,1,1,0.25,12,0,0,0,0,0,0,0,12,16,1,1,1,1,0,1,1,1,1,0.0625,15,1
1/18/2026 10:00,10,4,0,0,0,0,0,0,0,4,1,1,1,1,0,11,1,0,0,0,0,0,1,13,17,0.9167,1,1,1,0.0769,0.9375,1,1,1,0.0588,16,1
1/18/2026 11:00,11,5,0,0,0,0,0,0,0,5,1,1,1,1,0,14,1,0,0,0,0,0,0,15,20,0.9333,1,1,1,0,0.95,1,1,1,0,20,0
1/18/2026 12:00,12,8,1,1,1,0,0,0,0,11,0.7273,0.8182,0.9091,1,0,15,1,0,0,0,0,0,4,20,31,0.9375,1,1,1,0.2,0.8519,0.9259,0.963,1,0.129,27,4
1/18/2026 13:00,13,9,0,0,0,0,0,0,4,13,1,1,1,1,0.3077,14,1,0,0,0,0,0,0,15,28,0.9333,1,1,1,0,0.9583,1,1,1,0.1429,24,4
1/18/2026 14:00,14,9,0,0,0,0,0,0,1,10,1,1,1,1,0.1,11,1,0,0,0,0,0,0,12,22,0.9167,1,1,1,0,0.9524,1,1,1,0.0455,21,1
1/18/2026 15:00,15,2,1,0,0,0,0,0,0,3,0.6667,1,1,1,0,15,1,0,0,0,0,0,0,16,19,0.9375,1,1,1,0,0.8947,1,1,1,0,19,0
1/18/2026 16:00,16,6,0,0,0,0,0,0,2,8,1,1,1,1,0.25,8,2,0,0,0,0,0,0,10,18,0.8,1,1,1,0,0.875,1,1,1,0.1111,16,2
1/18/2026 17:00,17,11,0,0,1,0,0,0,1,13,0.9167,0.9167,0.9167,1,0.0769,15,1,0,0,0,0,0,0,16,29,0.9375,1,1,1,0,0.9286,0.9643,0.9643,1,0.0345,28,1
1/18/2026 18:00,18,7,0,1,0,0,0,0,1,9,0.875,0.875,1,1,0.1111,6,1,0,0,0,0,0,0,7,16,0.8571,1,1,1,0,0.8667,0.9333,1,1,0.0625,15,1
1/18/2026 19:00,19,7,1,1,0,1,0,0,0,10,0.7,0.8,0.9,0.9,0,15,0,0,0,0,0,0,0,15,25,1,1,1,1,0,0.88,0.92,0.96,0.96,0,25,0
1/18/2026 20:00,20,2,2,0,0,0,0,0,0,4,0.5,1,1,1,0,7,0,0,0,0,0,0,0,7,11,1,1,1,1,0,0.8182,1,1,1,0,11,0
1/18/2026 21:00,21,5,2,0,0,0,0,0,0,7,0.7143,1,1,1,0,10,0,0,0,0,0,0,0,10,17,1,1,1,1,0,0.8824,1,1,1,0,17,0
1/18/2026 22:00,22,4,1,0,0,0,0,0,0,5,0.8,1,1,1,0,10,0,0,0,0,0,0,0,10,15,1,1,1,1,0,0.9333,1,1,1,0,15,0
1/18/2026 23:00,23,4,0,1,0,0,0,0,0,5,0.8,0.8,1,1,0,12,0,0,0,0,0,0,0,12,17,1,1,1,1,0,0.9412,0.9412,1,1,0,17,0
1/19/2026 00:00,00,4,1,0,0,0,0,0,1,6,0.8,1,1,1,0.1667,13,0,0,0,0,0,0,0,13,19,1,1,1,1,0,0.9444,1,1,1,0.0526,18,1
1/19/2026 01:00,01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,9,10,1,1,1,1,0,1,1,1,1,0.1,9,1
1/19/2026 02:00,02,4,0,0,0,0,0,0,3,7,1,1,1,1,0.4286,8,2,0,0,0,0,0,0,10,17,0.8,1,1,1,0,0.8571,1,1,1,0.1765,14,3
1/19/2026 03:00,03,4,0,0,0,0,0,0,0,4,1,1,1,1,0,3,0,0,0,0,0,0,0,3,7,1,1,1,1,0,1,1,1,1,0,7,0
1/19/2026 04:00,04,1,0,0,0,0,0,0,1,2,1,1,1,1,0.5,3,1,0,0,0,0,0,0,4,6,0.75,1,1,1,0,0.8,1,1,1,0.1667,5,1
1/19/2026 05:00,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,5,0.8,1,1,1,0,0.8,1,1,1,0,5,0
1/19/2026 06:00,06,3,0,0,0,0,0,0,0,3,1,1,1,1,0,4,0,0,0,0,0,0,0,4,7,1,1,1,1,0,1,1,1,1,0,7,0
1/19/2026 07:00,07,3,0,0,0,0,0,0,0,3,1,1,1,1,0,16,1,0,1,0,0,0,0,18,21,0.8889,0.9444,0.9444,1,0,0.9048,0.9524,0.9524,1,0,21,0
1/19/2026 08:00,08,12,0,0,0,0,0,0,0,12,1,1,1,1,0,12,1,0,0,0,0,0,0,13,25,0.9231,1,1,1,0,0.96,1,1,1,0,25,0
1/19/2026 09:00,09,4,0,0,0,0,0,0,0,4,1,1,1,1,0,11,0,0,0,0,0,0,0,11,15,1,1,1,1,0,1,1,1,1,0,15,0
1/19/2026 10:00,10,5,0,0,0,0,0,0,0,5,1,1,1,1,0,14,0,0,0,0,0,0,0,14,19,1,1,1,1,0,1,1,1,1,0,19,0
1/19/2026 11:00,11,11,1,0,0,0,0,0,0,12,0.9167,1,1,1,0,13,1,0,0,0,0,0,0,14,26,0.9286,1,1,1,0,0.9231,1,1,1,0,26,0
1/19/2026 12:00,12,9,1,0,0,0,0,0,2,12,0.9,1,1,1,0.1667,18,0,0,0,0,0,0,0,18,30,1,1,1,1,0,0.9643,1,1,1,0.0667,28,2
1/19/2026 13:00,13,7,0,1,0,0,0,0,2,10,0.875,0.875,1,1,0.2,15,0,0,0,0,0,0,0,15,25,1,1,1,1,0,0.9565,0.9565,1,1,0.08,23,2
1/19/2026 14:00,14,12,0,1,0,0,0,0,2,15,0.9231,0.9231,1,1,0.1333,23,0,0,0,0,0,0,0,23,38,1,1,1,1,0,0.9722,0.9722,1,1,0.0526,36,2
1/19/2026 15:00,15,9,0,0,0,0,0,0,0,9,1,1,1,1,0,19,0,1,1,0,0,0,1,22,31,0.9048,0.9048,0.9524,1,0.0455,0.9333,0.9333,0.9667,1,0.0323,30,1
1/19/2026 16:00,16,10,0,1,0,0,0,0,3,14,0.9091,0.9091,1,1,0.2143,15,1,0,0,0,0,0,0,16,30,0.9375,1,1,1,0,0.9259,0.963,1,1,0.1,27,3
1/19/2026 17:00,17,13,0,1,1,0,0,0,3,18,0.8667,0.8667,0.9333,1,0.1667,27,1,1,0,0,0,0,1,30,48,0.931,0.9655,1,1,0.0333,0.9091,0.9318,0.9773,1,0.0833,44,4
1/19/2026 18:00,18,8,0,0,0,0,0,0,0,8,1,1,1,1,0,19,0,0,0,0,0,0,0,19,27,1,1,1,1,0,1,1,1,1,0,27,0
1/19/2026 19:00,19,11,1,0,0,0,0,0,0,12,0.9167,1,1,1,0,6,3,2,0,0,0,0,1,12,24,0.5455,0.8182,1,1,0.0833,0.7391,0.913,1,1,0.0417,23,1
1/19/2026 20:00,20,13,0,0,0,0,0,0,1,14,1,1,1,1,0.0714,7,1,0,0,0,0,0,0,8,22,0.875,1,1,1,0,0.9524,1,1,1,0.0455,21,1
1/19/2026 21:00,21,3,0,0,0,0,0,0,0,3,1,1,1,1,0,10,1,0,0,0,0,0,0,11,14,0.9091,1,1,1,0,0.9286,1,1,1,0,14,0
1/19/2026 22:00,22,8,0,0,0,0,0,0,1,9,1,1,1,1,0.1111,11,1,0,0,0,0,0,0,12,21,0.9167,1,1,1,0,0.95,1,1,1,0.0476,20,1
1/19/2026 23:00,23,6,0,0,0,0,0,0,0,6,1,1,1,1,0,5,1,0,0,0,0,0,0,6,12,0.8333,1,1,1,0,0.9167,1,1,1,0,12,0
1/20/2026 00:00,00,1,0,0,0,0,0,0,0,1,1,1,1,1,0,5,0,0,0,0,0,0,0,5,6,1,1,1,1,0,1,1,1,1,0,6,0
1/20/2026 01:00,01,1,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,1,0,0,0,0,3,4,0.6667,0.6667,0.6667,1,0,0.75,0.75,0.75,1,0,4,0
1/20/2026 02:00,02,1,0,0,0,0,0,0,0,1,1,1,1,1,0,6,0,1,0,0,0,0,0,7,8,0.8571,0.8571,1,1,0,0.875,0.875,1,1,0,8,0
1/20/2026 03:00,03,4,0,0,0,0,0,0,0,4,1,1,1,1,0,5,0,0,0,0,0,0,0,5,9,1,1,1,1,0,1,1,1,1,0,9,0
1/20/2026 04:00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,4,0.75,1,1,1,0,0.75,1,1,1,0,4,0
1/20/2026 05:00,05,4,0,0,0,0,0,0,0,4,1,1,1,1,0,7,0,0,0,0,0,0,0,7,11,1,1,1,1,0,1,1,1,1,0,11,0
1/20/2026 06:00,06,2,0,0,0,0,0,0,0,2,1,1,1,1,0,12,1,0,0,0,0,0,0,13,15,0.9231,1,1,1,0,0.9333,1,1,1,0,15,0
1/20/2026 07:00,07,2,0,0,0,0,0,0,1,3,1,1,1,1,0.3333,7,1,0,0,0,0,0,0,8,11,0.875,1,1,1,0,0.9,1,1,1,0.0909,10,1
1/20/2026 08:00,08,9,0,0,0,0,0,0,0,9,1,1,1,1,0,31,1,0,0,0,0,0,0,32,41,0.9688,1,1,1,0,0.9756,1,1,1,0,41,0
1/20/2026 09:00,09,13,0,0,0,0,0,0,0,13,1,1,1,1,0,33,1,0,0,0,0,0,0,34,47,0.9706,1,1,1,0,0.9787,1,1,1,0,47,0
1/20/2026 10:00,10,5,0,0,0,0,0,0,0,5,1,1,1,1,0,35,2,0,0,0,0,0,0,37,42,0.9459,1,1,1,0,0.9524,1,1,1,0,42,0
1/20/2026 11:00,11,6,0,1,0,0,0,0,0,7,0.8571,0.8571,1,1,0,23,1,0,1,0,0,0,0,25,32,0.92,0.96,0.96,1,0,0.9063,0.9375,0.9688,1,0,32,0
1/20/2026 12:00,12,12,0,0,0,0,0,0,1,13,1,1,1,1,0.0769,27,0,0,0,0,0,0,2,29,42,1,1,1,1,0.069,1,1,1,1,0.0714,39,3
1/20/2026 13:00,13,8,1,0,1,0,0,0,0,10,0.8,0.9,0.9,1,0,28,3,0,0,0,0,0,0,31,41,0.9032,1,1,1,0,0.878,0.9756,0.9756,1,0,41,0
1/20/2026 14:00,14,7,1,0,0,0,0,0,1,9,0.875,1,1,1,0.1111,32,1,0,0,0,0,0,1,34,43,0.9697,1,1,1,0.0294,0.9512,1,1,1,0.0465,41,2
1/20/2026 15:00,15,12,3,0,0,0,0,0,4,19,0.8,1,1,1,0.2105,34,5,0,0,0,0,0,0,39,58,0.8718,1,1,1,0,0.8519,1,1,1,0.069,54,4
1/20/2026 16:00,16,5,1,0,0,0,0,0,0,6,0.8333,1,1,1,0,20,0,0,0,0,0,0,0,20,26,1,1,1,1,0,0.9615,1,1,1,0,26,0
1/20/2026 17:00,17,7,0,0,0,0,0,0,0,7,1,1,1,1,0,15,2,0,0,0,0,0,0,17,24,0.8824,1,1,1,0,0.9167,1,1,1,0,24,0
1/20/2026 18:00,18,4,0,0,0,0,0,0,0,4,1,1,1,1,0,24,3,0,0,0,0,0,1,28,32,0.8889,1,1,1,0.0357,0.9032,1,1,1,0.0313,31,1
1/20/2026 19:00,19,9,1,0,0,0,0,0,2,12,0.9,1,1,1,0.1667,10,1,1,1,0,0,0,0,13,25,0.7692,0.8462,0.9231,1,0,0.8261,0.913,0.9565,1,0.08,23,2
1/20/2026 20:00,20,8,3,1,0,0,0,0,3,15,0.6667,0.9167,1,1,0.2,18,3,0,0,0,0,0,1,22,37,0.8571,1,1,1,0.0455,0.7879,0.9697,1,1,0.1081,33,4
1/20/2026 21:00,21,6,1,0,0,0,0,0,0,7,0.8571,1,1,1,0,14,0,0,0,0,0,0,0,14,21,1,1,1,1,0,0.9524,1,1,1,0,21,0
1/20/2026 22:00,22,8,0,0,0,0,0,0,1,9,1,1,1,1,0.1111,6,2,0,0,0,0,0,0,8,17,0.75,1,1,1,0,0.875,1,1,1,0.0588,16,1
1/20/2026 23:00,23,7,0,0,0,0,0,0,0,7,1,1,1,1,0,15,0,0,0,0,0,0,0,15,22,1,1,1,1,0,1,1,1,1,0,22,0
1/21/2026 00:00,00,2,0,0,0,0,0,0,0,2,1,1,1,1,0,13,2,0,0,0,0,0,0,15,17,0.8667,1,1,1,0,0.8824,1,1,1,0,17,0
1/21/2026 01:00,01,3,0,0,0,0,0,0,1,4,1,1,1,1,0.25,13,2,0,0,0,0,0,0,15,19,0.8667,1,1,1,0,0.8889,1,1,1,0.0526,18,1
